cluster,geoid,name,median_age,white_pct,total_pop,median_income,college_degree_pct,unemploy_pct,latitude,longitude,geometry,nearest_hospital_idx,nearest_hospital_dist,nearest_hospital_beds,nearest_firestation_idx,nearest_firestation_dist,nearest_hospital_bed_per_thousand
3,510010903002,"Block Group 2, Census Tract 903, Accomack County, Virginia",35.3,68.72037914691943,844,33111.0,8.660130718954248,10.071942446043163,37.881491,-75.577442,POINT (-8413242.358898168 4562697.966235434),24,30292.406007934394,52.0,29580,8328.926373566635,1.2893307877315217
0,510010903003,"Block Group 3, Census Tract 903, Accomack County, Virginia",43.3,77.55359394703657,793,60536.0,10.821484992101109,2.538071065989848,37.833022,-75.627496,POINT (-8418814.344690334 4555864.202029308),24,21571.5715756851,52.0,29779,685.2122243481341,1.2893307877315217
3,510010904011,"Block Group 1, Census Tract 904.01, Accomack County, Virginia",41.0,53.31246739697444,1917,82556.0,7.756024096385543,0.9777777777777776,37.845247,-75.569734,POINT (-8412384.308263132 4557587.4113570545),24,26638.26172646605,52.0,29779,6388.413038532331,1.2893307877315217
3,510010904012,"Block Group 2, Census Tract 904.01, Accomack County, Virginia",48.4,71.43803843605036,1509,83333.0,18.064228367529,1.4833127317676145,37.805516,-75.590639,POINT (-8414711.442218166 4551988.059912232),24,20910.351676612237,52.0,29779,4963.109307335178,1.2893307877315217
0,510010904021,"Block Group 1, Census Tract 904.02, Accomack County, Virginia",45.2,25.33665835411471,2005,46618.0,8.078101071975498,3.5175879396984926,37.760667,-75.624515,POINT (-8418482.50128828 4545671.03897944),24,13861.196922973597,52.0,30053,4489.241458868428,1.2893307877315217
5,510010904022,"Block Group 2, Census Tract 904.02, Accomack County, Virginia",31.8,51.99811941701928,2127,47321.0,12.004662004662006,6.310013717421124,37.712216,-75.660977,POINT (-8422541.432561584 4538850.975490073),24,7014.066471216208,52.0,29861,3693.420123353183,1.2893307877315217
0,510010905001,"Block Group 1, Census Tract 905, Accomack County, Virginia",44.6,90.989010989011,455,48000.0,13.636363636363637,0.0,37.799493,-75.672753,POINT (-8423852.330885164 4551139.492203289),24,15138.97114847494,52.0,30053,3178.796085944637,1.2893307877315217
5,510010905002,"Block Group 2, Census Tract 905, Accomack County, Virginia",38.9,55.26315789473685,1292,60000.0,9.397590361445785,3.6090225563909777,37.786043,-75.6533,POINT (-8421686.832830762 4549244.799935165),24,14408.58263085742,52.0,30053,322.3851893582757,1.2893307877315217
5,510010905003,"Block Group 3, Census Tract 905, Accomack County, Virginia",35.1,84.84848484848484,594,34107.0,5.297157622739018,16.72473867595819,37.747025,-75.679118,POINT (-8424560.879444065 4543750.311189368),24,8238.960239529342,52.0,29861,4670.619091148236,1.2893307877315217
2,510010906001,"Block Group 1, Census Tract 906, Accomack County, Virginia",57.6,100.0,411,31875.0,2.083333333333333,4.504504504504505,37.824584,-75.993432,POINT (-8459550.153873261 4554674.966514949),24,35015.147739312284,52.0,29985,349.4411094881658,1.2893307877315217
0,510010906002,"Block Group 2, Census Tract 906, Accomack County, Virginia",65.1,61.771844660194176,824,46058.0,16.666666666666664,0.0,37.746885,-75.748452,POINT (-8432279.105018726 4543730.601700367),24,7337.865727949316,52.0,29990,5174.247027302072,1.2893307877315217
0,510010906003,"Block Group 3, Census Tract 906, Accomack County, Virginia",54.9,51.15321252059309,1214,48274.0,21.910112359550563,9.734513274336283,37.710957,-75.742677,POINT (-8431636.234959394 4538673.815503857),24,2852.869741726944,52.0,29990,667.7315159866545,1.2893307877315217
0,510010906004,"Block Group 4, Census Tract 906, Accomack County, Virginia",59.0,81.21597096188748,1102,77344.0,25.60083594566353,0.0,37.697779,-75.768734,POINT (-8434536.886930995 4536819.65591241),24,5228.582968725457,52.0,29990,4043.305569773522,1.2893307877315217
5,510010907001,"Block Group 1, Census Tract 907, Accomack County, Virginia",37.1,82.17054263565892,1419,62574.0,17.15456674473068,0.0,37.680364,-75.716226,POINT (-8428691.723108422 4534369.851080023),24,2721.137935668983,52.0,30049,1140.912575353546,1.2893307877315217
0,510010907002,"Block Group 2, Census Tract 907, Accomack County, Virginia",48.2,72.5338491295938,517,26484.0,12.5,3.004291845493562,37.649005,-75.742384,POINT (-8431603.618348593 4529959.963968601),24,7421.9624554867005,52.0,29899,490.8474229831159,1.2893307877315217
0,510010907003,"Block Group 3, Census Tract 907, Accomack County, Virginia",48.7,41.04046242774567,519,74063.0,11.24661246612466,6.896551724137931,37.614136,-75.7626,POINT (-8433854.05317447 4525058.665721957),24,12794.002614253974,52.0,29706,4757.700218456771,1.2893307877315217
0,510010907004,"Block Group 4, Census Tract 907, Accomack County, Virginia",40.6,50.87548638132296,1028,92966.0,19.93288590604027,0.0,37.662911,-75.78932,POINT (-8436828.509968465 4531915.2776200855),24,9085.561752014164,52.0,29899,5471.75210470243,1.2893307877315217
3,510010907005,"Block Group 5, Census Tract 907, Accomack County, Virginia",48.3,57.510999371464486,1591,51052.0,14.746019711902958,5.834305717619603,37.594411,-75.861189,POINT (-8444828.930452285 4522287.074378314),24,21396.509745724303,52.0,29706,8437.540590645554,1.2893307877315217
0,510010908001,"Block Group 1, Census Tract 908, Accomack County, Virginia",61.5,71.44948755490483,683,42429.0,16.3312693498452,0.7604562737642585,37.631036,-75.692842,POINT (-8426088.628135711 4527433.896624062),24,10112.926710652242,52.0,29608,3818.869094197847,1.2893307877315217
5,510010908002,"Block Group 2, Census Tract 908, Accomack County, Virginia",27.6,43.95109395109395,1554,40750.0,14.819277108433734,3.09278350515464,37.583939,-75.786477,POINT (-8436512.02865614 4520815.935439573),24,17731.003623256132,52.0,29706,275.5224914444239,1.2893307877315217
5,510010908003,"Block Group 3, Census Tract 908, Accomack County, Virginia",35.7,30.630630630630627,1221,58690.0,7.608695652173914,0.0,37.553885,-75.811041,POINT (-8439246.480627986 4516595.005366566),24,22712.206445015763,52.0,29816,3666.2570251967727,1.2893307877315217
3,510030101001,"Block Group 1, Census Tract 101, Albemarle County, Virginia",48.2,79.58115183246073,2101,89375.0,29.08031088082901,3.466955579631636,38.200388,-78.535024,POINT (-8742478.881117519 4607772.720901435),71,21133.71205308228,40.0,31681,8627.31870123169,0.968147933004163
3,510030101002,"Block Group 2, Census Tract 101, Albemarle County, Virginia",58.1,90.99783080260303,922,72813.0,20.11349306431274,3.761061946902655,38.172761,-78.655307,POINT (-8755868.723428605 4603859.977024047),71,20812.175923426617,40.0,31734,15283.677002429971,0.968147933004163
3,510030101003,"Block Group 3, Census Tract 101, Albemarle County, Virginia",51.0,98.1460023174971,1726,121000.0,30.33033033033033,2.8000000000000003,38.117445,-78.61448,POINT (-8751323.88257799 4596030.163400329),71,11804.568334193871,40.0,31734,11250.01771407733,0.968147933004163
0,510030102011,"Block Group 1, Census Tract 102.01, Albemarle County, Virginia",48.0,95.08566275924257,2218,112857.0,37.95863909272848,2.432179607109448,38.168088,-78.461941,POINT (-8734343.318771873 4603198.298242509),71,19162.46546433888,40.0,31651,4358.40991844273,0.968147933004163
5,510030102012,"Block Group 2, Census Tract 102.01, Albemarle County, Virginia",32.7,68.05845511482255,1916,86776.0,25.983531564501373,0.0,38.161769,-78.420038,POINT (-8729678.698149163 4602303.61966554),121,19890.109042990836,176.0,31704,3948.4061501580336,1.673083321450639
3,510030102013,"Block Group 3, Census Tract 102.01, Albemarle County, Virginia",38.3,92.7710843373494,1577,93393.0,31.35838150289017,8.814589665653495,38.171353,-78.397188,POINT (-8727135.047784537 4603660.605187693),121,21707.965047929098,176.0,31704,6589.877788629886,1.673083321450639
3,510030102021,"Block Group 1, Census Tract 102.02, Albemarle County, Virginia",45.9,79.83122362869199,1185,172625.0,41.16022099447514,0.53475935828877,38.107295,-78.527151,POINT (-8741602.462766504 4594594.105611565),71,8276.612058739924,40.0,31744,6263.535085405127,0.968147933004163
0,510030102022,"Block Group 2, Census Tract 102.02, Albemarle County, Virginia",48.8,95.80233793836344,1882,121875.0,36.41384388807069,0.84985835694051,38.132277,-78.491367,POINT (-8737619.006107956 4598129.006052305),71,13133.96187011107,40.0,31690,1874.6147609608047,0.968147933004163
1,510030103011,"Block Group 1, Census Tract 103.01, Albemarle County, Virginia",33.4,77.53721244925575,2217,103462.0,24.11473087818697,3.5523978685612785,38.132312,-78.445127,POINT (-8732471.592853677 4598133.959327206),88,15500.680285510389,612.0,31651,1060.011162108501,11.3453089372115
5,510030103021,"Block Group 1, Census Tract 103.02, Albemarle County, Virginia",32.5,74.04063205417607,1329,121250.0,32.160493827160494,1.5779092702169626,38.103844,-78.440324,POINT (-8731936.925339395 4594105.891417418),121,11514.862205856336,176.0,31704,4817.610747953872,1.673083321450639
5,510030103031,"Block Group 1, Census Tract 103.03, Albemarle County, Virginia",35.4,88.63174989849777,2463,128693.0,38.36617927527018,1.1670313639679066,38.122154,-78.430709,POINT (-8730866.588435419 4596696.477104964),121,14179.148427079128,176.0,31704,2376.6332233296494,1.673083321450639
0,510030103032,"Block Group 2, Census Tract 103.03, Albemarle County, Virginia",59.6,85.35031847133759,942,71250.0,18.33333333333333,5.660377358490567,38.132833,-78.418427,POINT (-8729499.362449495 4598207.692643011),121,15874.30219684225,176.0,31704,2322.604849570041,1.673083321450639
0,510030103033,"Block Group 3, Census Tract 103.03, Albemarle County, Virginia",46.3,72.84129281234925,2073,97031.0,33.108563722184755,5.0405040504050405,38.114568,-78.440457,POINT (-8731951.730831672 4595623.095029175),121,13030.475772089616,176.0,31704,3303.898292372972,1.673083321450639
0,510030104011,"Block Group 1, Census Tract 104.01, Albemarle County, Virginia",54.0,91.2087912087912,1820,95306.0,32.71857923497268,5.046343975283213,38.112764,-78.374393,POINT (-8724597.519991904 4595367.854220005),121,14961.864208896166,176.0,30853,390.2315173230882,1.673083321450639
3,510030104012,"Block Group 2, Census Tract 104.01, Albemarle County, Virginia",42.7,98.15261044176708,1245,89826.0,26.228571428571428,1.3740458015267176,38.078157,-78.27801,POINT (-8713868.213510776 4590472.666764049),121,20132.661169610805,176.0,30853,11411.714171825452,1.673083321450639
0,510030104021,"Block Group 1, Census Tract 104.02, Albemarle County, Virginia",45.1,97.0317297850563,977,73333.0,25.15479876160991,2.247191011235955,37.993428,-78.414575,POINT (-8729070.55977096 4578497.451280352),121,5282.445264657039,176.0,30968,4459.8875654448175,1.673083321450639
0,510030104022,"Block Group 2, Census Tract 104.02, Albemarle County, Virginia",59.7,75.48518896833504,979,110556.0,31.51476251604621,3.0136986301369864,37.989748,-78.363871,POINT (-8723426.216309778 4577977.650320531),121,10092.552537855388,176.0,30968,2717.16430899869,1.673083321450639
0,510030104023,"Block Group 3, Census Tract 104.02, Albemarle County, Virginia",53.8,93.73634377276038,1373,137464.0,37.30378578024008,6.91699604743083,37.991174,-78.383172,POINT (-8725574.79380158 4578179.070097998),121,8130.294544619575,176.0,30968,2134.240593912477,1.673083321450639
0,510030105011,"Block Group 1, Census Tract 105.01, Albemarle County, Virginia",51.3,89.81308411214954,1070,84565.0,31.011904761904763,0.0,38.062884,-78.429194,POINT (-8730697.939406866 4588313.025698162),121,5960.331858684791,176.0,30793,5953.798496402703,1.673083321450639
5,510030105012,"Block Group 2, Census Tract 105.01, Albemarle County, Virginia",36.6,68.9636462289745,1843,135817.0,40.15267175572519,7.489451476793249,38.039818,-78.43334,POINT (-8731159.470015697 4585052.288897215),121,2747.026208047172,176.0,30793,5461.845023103789,1.673083321450639
0,510030105021,"Block Group 1, Census Tract 105.02, Albemarle County, Virginia",43.4,82.43243243243244,888,70144.0,32.239382239382245,0.0,38.02673,-78.447745,POINT (-8732763.027280573 4583202.553858096),121,704.3268492758534,176.0,31600,4323.273975620801,1.673083321450639
5,510030105022,"Block Group 2, Census Tract 105.02, Albemarle County, Virginia",37.3,72.99925205684367,1337,135295.0,43.08,3.603603603603604,38.031115,-78.439532,POINT (-8731848.760302687 4583822.251772143),121,1339.7080330042036,176.0,31600,5226.787099090906,1.673083321450639
0,510030105023,"Block Group 3, Census Tract 105.02, Albemarle County, Virginia",49.2,59.88620199146515,703,42317.0,34.45692883895131,0.0,38.036168,-78.447555,POINT (-8732741.876577321 4584536.398930555),121,1966.4573058589224,176.0,30793,4196.8117734651305,1.673083321450639
0,510030106021,"Block Group 1, Census Tract 106.02, Albemarle County, Virginia",46.9,90.22379269729092,1698,112344.0,42.99923488905891,3.975903614457831,38.070609,-78.457445,POINT (-8733842.826341268 4589405.303999438),121,6956.754846924537,176.0,31744,3074.0889592064827,1.673083321450639
0,510030106022,"Block Group 2, Census Tract 106.02, Albemarle County, Virginia",45.6,92.57786613651426,1509,108929.0,35.625,0.0,38.057905,-78.456931,POINT (-8733785.608122999 4587609.07986744),121,5197.50057405668,176.0,30793,2802.694286147498,1.673083321450639
1,510030106023,"Block Group 3, Census Tract 106.02, Albemarle County, Virginia",33.6,69.80609418282549,1444,91250.0,35.47918683446273,7.8125,38.053518,-78.464914,POINT (-8734674.271618001 4586988.872446695),88,4920.691602925033,612.0,30793,1768.6715033636776,11.3453089372115
1,510030106031,"Block Group 1, Census Tract 106.03, Albemarle County, Virginia",69.1,83.2579185520362,1768,44107.0,31.68709444844989,6.460296096904441,38.07042,-78.473745,POINT (-8735657.334041197 4589378.57892085),88,6209.364043344987,612.0,31744,1948.1565878511367,11.3453089372115
1,510030106032,"Block Group 2, Census Tract 106.03, Albemarle County, Virginia",24.7,90.5277401894452,739,59335.0,23.121387283236995,0.0,38.074642,-78.472785,POINT (-8735550.467330037 4589975.5968704205),88,6792.891329102629,612.0,31744,1458.4549019032122,11.3453089372115
1,510030106041,"Block Group 1, Census Tract 106.04, Albemarle County, Virginia",57.7,81.30939809926082,947,137361.0,40.29511918274688,16.919739696312362,38.089885,-78.461799,POINT (-8734327.511404183 4592131.341976131),88,9266.237398602325,612.0,31744,2210.8559009845453,11.3453089372115
1,510030106042,"Block Group 2, Census Tract 106.04, Albemarle County, Virginia",30.8,51.388888888888886,936,42391.0,20.07936507936508,8.176100628930817,38.08033,-78.468886,POINT (-8735116.432635434 4590779.971141077),88,7705.7220364381055,612.0,31744,1290.5710257287017,11.3453089372115
0,510030106043,"Block Group 3, Census Tract 106.04, Albemarle County, Virginia",42.9,81.89233278955955,2452,112355.0,36.85446009389671,1.0466988727858293,38.083093,-78.457022,POINT (-8733795.738196662 4591170.726158024),121,8683.711407225106,176.0,31744,2539.4730026477832,1.673083321450639
1,510030107011,"Block Group 1, Census Tract 107.01, Albemarle County, Virginia",28.6,45.77464788732394,1704,50779.0,32.28962818003914,0.0,38.070845,-78.491357,POINT (-8737617.89291305 4589438.675093986),88,5667.803440834542,612.0,31744,2183.1308281156275,11.3453089372115
1,510030107012,"Block Group 2, Census Tract 107.01, Albemarle County, Virginia",56.6,62.08251473477407,1018,40558.0,33.122119815668206,0.0,38.071343,-78.496207,POINT (-8738157.792443397 4589509.0941129),88,5684.425019810127,612.0,31744,2489.7836845302136,11.3453089372115
1,510030107021,"Block Group 1, Census Tract 107.02, Albemarle County, Virginia",54.2,85.9880239520958,835,62700.0,26.59732540861813,0.0,38.08203,-78.482671,POINT (-8736650.971816018 4591020.39050416),88,7409.710005634701,612.0,31744,366.0086749189327,11.3453089372115
1,510030107023,"Block Group 3, Census Tract 107.02, Albemarle County, Virginia",43.4,74.27597955706985,1174,76528.0,32.28822882288229,0.0,38.076005,-78.489327,POINT (-8737391.914346738 4590168.3411939265),88,6423.775164892256,612.0,31744,1480.521263675233,11.3453089372115
1,510030108011,"Block Group 1, Census Tract 108.01, Albemarle County, Virginia",30.1,52.53419147224457,1243,53591.0,31.017964071856284,0.5482456140350876,38.067614,-78.500254,POINT (-8738608.302422637 4588981.811537766),88,5152.146008059602,612.0,31744,3179.7687994901125,11.3453089372115
1,510030108012,"Block Group 2, Census Tract 108.01, Albemarle County, Virginia",36.6,41.570605187319885,1388,59713.0,20.8592132505176,0.0,38.062559,-78.502154,POINT (-8738819.809455145 4588267.074770161),88,4450.423408571077,612.0,30793,2941.9619429236136,11.3453089372115
0,510030108013,"Block Group 3, Census Tract 108.01, Albemarle County, Virginia",77.4,88.8745148771022,773,122557.0,42.69282814614344,0.0,38.058832,-78.515378,POINT (-8740291.898401393 4587740.13825636),71,3939.2228551118624,40.0,22613,1915.2071437105103,0.968147933004163
5,510030108021,"Block Group 1, Census Tract 108.02, Albemarle County, Virginia",36.1,58.56502242152466,1115,96354.0,42.85714285714285,3.0837004405286343,38.079476,-78.506474,POINT (-8739300.70965537 4590659.19787609),71,6214.649889612824,40.0,31744,3015.5511001038544,0.968147933004163
5,510030108022,"Block Group 2, Census Tract 108.02, Albemarle County, Virginia",38.0,70.5521472392638,1467,52022.0,21.855670103092784,0.0,38.064713,-78.510758,POINT (-8739777.602353929 4588571.627188673),71,4702.155806904554,40.0,22613,2891.831530492201,0.968147933004163
1,510030109011,"Block Group 1, Census Tract 109.01, Albemarle County, Virginia",28.0,87.85046728971963,1070,44792.0,47.58241758241758,3.278688524590164,38.049226,-78.516863,POINT (-8740457.207845222 4586382.13152232),88,3245.8605249951333,612.0,22613,815.1269010873982,11.3453089372115
1,510030109012,"Block Group 2, Census Tract 109.01, Albemarle County, Virginia",23.7,37.735849056603776,636,41250.0,45.74829931972789,1.020408163265306,38.048784,-78.510115,POINT (-8739706.023921348 4586319.649971281),88,2787.1116910011447,612.0,22613,1521.3143099135193,11.3453089372115
5,510030109042,"Block Group 2, Census Tract 109.04, Albemarle County, Virginia",19.2,64.47944006999126,4572,42404.0,24.59425717852684,4.863424383744171,38.035037,-78.517452,POINT (-8740522.775025299 4584376.548928399),60,1787.5511472339244,50.0,22613,1812.737606599353,1.5768891131575626
0,510030110002,"Block Group 2, Census Tract 110, Albemarle County, Virginia",49.6,99.08045977011494,870,133906.0,33.733333333333334,3.96039603960396,38.040486,-78.541371,POINT (-8743185.425925585 4585146.706611605),71,1798.7795509453863,40.0,22613,2179.8856659659477,0.968147933004163
3,510030110003,"Block Group 3, Census Tract 110, Albemarle County, Virginia",48.2,87.15296679368537,1837,164897.0,47.241379310344826,10.23391812865497,38.077032,-78.606013,POINT (-8750381.340449443 4590313.57351576),71,7253.664054561774,40.0,31734,9962.625046684483,0.968147933004163
3,510030110004,"Block Group 4, Census Tract 110, Albemarle County, Virginia",55.9,88.73608382449247,1527,110592.0,34.88924050632912,7.417582417582418,38.045782,-78.623953,POINT (-8752378.412114274 4585895.294305389),71,8325.962752711586,40.0,31734,8580.018615128804,0.968147933004163
3,510030110005,"Block Group 5, Census Tract 110, Albemarle County, Virginia",40.3,95.54896142433236,1348,168696.0,40.77922077922078,1.070663811563169,38.069314,-78.583688,POINT (-8747896.132817483 4589222.189104528),71,4564.384894886619,40.0,22613,7402.89249222868,0.968147933004163
0,510030111011,"Block Group 1, Census Tract 111.01, Albemarle County, Virginia",47.5,93.42004590665648,1307,64583.0,29.08366533864542,0.0,38.069511,-78.671181,POINT (-8757635.809025459 4589250.044983729),71,13782.168309780309,40.0,31734,2648.9425392259827,0.968147933004163
5,510030111012,"Block Group 2, Census Tract 111.01, Albemarle County, Virginia",32.5,100.0,402,108533.0,39.721254355400696,11.11111111111111,38.068559,-78.700257,POINT (-8760872.534539765 4589115.432495645),71,16953.90228303044,40.0,31734,598.5825513170255,0.968147933004163
0,510030111013,"Block Group 3, Census Tract 111.01, Albemarle County, Virginia",60.9,100.0,172,60114.0,14.285714285714285,0.0,38.077564,-78.703714,POINT (-8761257.366019437 4590388.806640148),71,17557.620547854887,40.0,31734,1514.3552967569456,0.968147933004163
5,510030111021,"Block Group 1, Census Tract 111.02, Albemarle County, Virginia",32.9,98.93283113622095,1593,111094.0,34.063136456211815,0.0,38.057609,-78.687594,POINT (-8759462.895827848 4587567.232015262),71,15395.816589259472,40.0,31734,1853.0937234461892,0.968147933004163
0,510030111022,"Block Group 2, Census Tract 111.02, Albemarle County, Virginia",44.7,82.60200153964588,1299,76750.0,31.243184296619408,13.920454545454543,38.066699,-78.688901,POINT (-8759608.390402317 4588852.434159759),71,15665.392691922334,40.0,31734,773.6321013968451,0.968147933004163
0,510030111031,"Block Group 1, Census Tract 111.03, Albemarle County, Virginia",42.9,88.05355303810505,971,147404.0,43.983739837398375,0.0,38.066216,-78.711899,POINT (-8762168.51605158 4588784.140524213),71,18196.70195226557,40.0,31734,1935.4731898039256,0.968147933004163
0,510030111033,"Block Group 3, Census Tract 111.03, Albemarle County, Virginia",44.0,94.33734939759036,830,149773.0,40.76492537313433,0.8130081300813009,38.071286,-78.72024,POINT (-8763097.031924287 4589501.034080415),71,19210.751505246142,40.0,31734,2825.5784880150186,0.968147933004163
5,510030111035,"Block Group 5, Census Tract 111.03, Albemarle County, Virginia",35.1,89.16083916083916,858,84188.0,35.283363802559414,0.0,38.058998,-78.708709,POINT (-8761813.406875947 4587763.607355636),71,17753.769168606937,40.0,31734,2117.063366790396,0.968147933004163
3,510030112011,"Block Group 1, Census Tract 112.01, Albemarle County, Virginia",45.4,85.59837728194725,986,119583.0,27.50737463126844,3.10192023633678,38.055291,-78.768326,POINT (-8768449.940958573 4587239.523944292),71,24364.412819573023,40.0,31734,8403.953848774154,0.968147933004163
3,510030112012,"Block Group 2, Census Tract 112.01, Albemarle County, Virginia",49.9,97.91376912378304,1438,79850.0,30.03894839337877,3.270440251572327,38.015732,-78.747234,POINT (-8766101.990258759 4581648.455281481),71,22582.88259073604,40.0,31734,9554.744084986083,0.968147933004163
3,510030112013,"Block Group 3, Census Tract 112.01, Albemarle County, Virginia",43.8,92.6487747957993,1714,87578.0,37.180579216354346,0.0,37.982404,-78.701274,POINT (-8760985.7464619 4576940.386337984),71,19510.9758700255,40.0,31752,6085.454837716479,0.968147933004163
5,510030112021,"Block Group 1, Census Tract 112.02, Albemarle County, Virginia",35.2,78.6908077994429,718,239000.0,46.484375,0.0,37.993681,-78.537145,POINT (-8742714.989757491 4578533.1885543605),60,4476.6202933973,50.0,46718,4787.568650679896,1.5768891131575626
0,510030112022,"Block Group 2, Census Tract 112.02, Albemarle County, Virginia",50.0,92.71047227926078,974,98646.0,21.89500640204865,5.110732538330494,37.950701,-78.636375,POINT (-8753761.222828908 4572463.856521118),60,16137.00066705924,50.0,31752,2533.133569507004,1.5768891131575626
0,510030112023,"Block Group 3, Census Tract 112.02, Albemarle County, Virginia",46.7,87.02147525676938,1071,156071.0,40.53524804177545,1.4732965009208103,38.012058,-78.534294,POINT (-8742397.61788924 4581129.343929207),60,1963.42325464544,50.0,46718,4921.811896690185,1.5768891131575626
3,510030112024,"Block Group 4, Census Tract 112.02, Albemarle County, Virginia",46.0,100.0,925,89205.0,37.84172661870503,4.776119402985075,38.002941,-78.594121,POINT (-8749057.52906493 4579841.285864595),60,8236.643899167897,50.0,31752,9741.167105105947,1.5768891131575626
0,510030113011,"Block Group 1, Census Tract 113.01, Albemarle County, Virginia",43.7,84.06466512702079,866,131964.0,43.77133105802048,0.0,37.989853,-78.511912,POINT (-8739906.065046303 4577992.481236533),60,5029.525024939748,50.0,46718,2206.557885422225,1.5768891131575626
3,510030113012,"Block Group 2, Census Tract 113.01, Albemarle County, Virginia",48.0,68.95338610378188,1137,106833.0,23.45183486238532,0.0,37.876697,-78.503598,POINT (-8738980.55479985 4562021.848011547),60,20918.9207068365,50.0,30899,9754.80659060434,1.5768891131575626
3,510030113013,"Block Group 3, Census Tract 113.01, Albemarle County, Virginia",53.4,89.08602150537635,1860,93301.0,20.50314465408805,2.491694352159469,37.931007,-78.434491,POINT (-8731287.598749598 4569683.995316704),121,12963.898352499367,176.0,46718,11468.466794640934,1.673083321450639
3,510030113014,"Block Group 4, Census Tract 113.01, Albemarle County, Virginia",31.5,54.6875,576,81806.0,26.83741648106904,0.0,37.956203,-78.560639,POINT (-8745330.329874188 4573240.61182041),60,10349.843898206263,50.0,46718,9370.762341791473,1.5768891131575626
3,510030113015,"Block Group 5, Census Tract 113.01, Albemarle County, Virginia",56.5,100.0,884,52474.0,25.03267973856209,0.0,37.951494,-78.509415,POINT (-8739628.100277795 4572575.806213929),60,10375.42714568668,50.0,46718,6656.06409535987,1.5768891131575626
5,510030113021,"Block Group 1, Census Tract 113.02, Albemarle County, Virginia",31.3,82.37410071942446,834,50183.0,36.89236111111111,6.5967016491754125,38.014669,-78.521807,POINT (-8741007.571407704 4581498.257895576),60,1355.2872736650431,50.0,46718,3935.925552232368,1.5768891131575626
5,510030113022,"Block Group 2, Census Tract 113.02, Albemarle County, Virginia",31.3,70.02617801047121,1528,58942.0,10.834298957126304,5.562422744128554,37.999922,-78.52065,POINT (-8740878.774756856 4579414.79409196),60,3424.536328197501,50.0,46718,2953.666286516427,1.5768891131575626
5,510030113023,"Block Group 3, Census Tract 113.02, Albemarle County, Virginia",25.5,56.11916264090178,1242,85677.0,32.21003134796238,1.6233766233766231,38.007675,-78.515957,POINT (-8740356.352386564 4580510.089704643),60,2508.363829946513,50.0,46718,2830.0658377805767,1.5768891131575626
