,geoid,name,median_age,white_pct,total_pop,median_income,college_degree_pct,unemploy_pct
31,1500000US510019801001,"Block Group 1, Census Tract 9801, Accomack County, Virginia",,100.0,24,,0.0,0.0
32,1500000US510019802001,"Block Group 1, Census Tract 9802, Accomack County, Virginia",,,0,,,
33,1500000US510019901000,"Block Group 0, Census Tract 9901, Accomack County, Virginia",,,0,,,
34,1500000US510019902000,"Block Group 0, Census Tract 9902, Accomack County, Virginia",,,0,,,
35,1500000US510030101001,"Block Group 1, Census Tract 101, Albemarle County, Virginia",48.2,79.58115183246073,2101,89375.0,29.080310880829014,3.4669555796316356
36,1500000US510030101002,"Block Group 2, Census Tract 101, Albemarle County, Virginia",58.1,90.99783080260305,922,72813.0,20.11349306431274,3.761061946902655
37,1500000US510030101003,"Block Group 3, Census Tract 101, Albemarle County, Virginia",51.0,98.1460023174971,1726,121000.0,30.33033033033033,2.8000000000000003
38,1500000US510030102011,"Block Group 1, Census Tract 102.01, Albemarle County, Virginia",48.0,95.08566275924257,2218,112857.0,37.95863909272848,2.432179607109448
39,1500000US510030102012,"Block Group 2, Census Tract 102.01, Albemarle County, Virginia",32.7,68.05845511482255,1916,86776.0,25.983531564501373,0.0
40,1500000US510030102013,"Block Group 3, Census Tract 102.01, Albemarle County, Virginia",38.3,92.7710843373494,1577,93393.0,31.358381502890175,8.814589665653495
41,1500000US510030102021,"Block Group 1, Census Tract 102.02, Albemarle County, Virginia",45.9,79.83122362869199,1185,172625.0,41.16022099447514,0.53475935828877
42,1500000US510030102022,"Block Group 2, Census Tract 102.02, Albemarle County, Virginia",48.8,95.80233793836345,1882,121875.0,36.41384388807069,0.84985835694051
43,1500000US510030103011,"Block Group 1, Census Tract 103.01, Albemarle County, Virginia",33.4,77.53721244925575,2217,103462.0,24.11473087818697,3.5523978685612785
44,1500000US510030103021,"Block Group 1, Census Tract 103.02, Albemarle County, Virginia",32.5,74.04063205417607,1329,121250.0,32.160493827160494,1.5779092702169626
45,1500000US510030103031,"Block Group 1, Census Tract 103.03, Albemarle County, Virginia",35.4,88.63174989849777,2463,128693.0,38.366179275270184,1.1670313639679066
46,1500000US510030103032,"Block Group 2, Census Tract 103.03, Albemarle County, Virginia",59.6,85.35031847133759,942,71250.0,18.333333333333332,5.660377358490567
47,1500000US510030103033,"Block Group 3, Census Tract 103.03, Albemarle County, Virginia",46.3,72.84129281234925,2073,97031.0,33.108563722184755,5.0405040504050405
48,1500000US510030104011,"Block Group 1, Census Tract 104.01, Albemarle County, Virginia",54.0,91.20879120879121,1820,95306.0,32.71857923497268,5.046343975283213
49,1500000US510030104012,"Block Group 2, Census Tract 104.01, Albemarle County, Virginia",42.7,98.15261044176707,1245,89826.0,26.228571428571428,1.3740458015267176
50,1500000US510030104013,"Block Group 3, Census Tract 104.01, Albemarle County, Virginia",58.9,82.1097046413502,1185,,25.489236790606657,2.2026431718061676
51,1500000US510030104021,"Block Group 1, Census Tract 104.02, Albemarle County, Virginia",45.1,97.0317297850563,977,73333.0,25.15479876160991,2.247191011235955
52,1500000US510030104022,"Block Group 2, Census Tract 104.02, Albemarle County, Virginia",59.7,75.48518896833504,979,110556.0,31.51476251604621,3.0136986301369864
53,1500000US510030104023,"Block Group 3, Census Tract 104.02, Albemarle County, Virginia",53.8,93.73634377276038,1373,137464.0,37.30378578024008,6.91699604743083
54,1500000US510030105011,"Block Group 1, Census Tract 105.01, Albemarle County, Virginia",51.3,89.81308411214954,1070,84565.0,31.011904761904763,0.0
55,1500000US510030105012,"Block Group 2, Census Tract 105.01, Albemarle County, Virginia",36.6,68.9636462289745,1843,135817.0,40.15267175572519,7.489451476793249
56,1500000US510030105021,"Block Group 1, Census Tract 105.02, Albemarle County, Virginia",43.4,82.43243243243244,888,70144.0,32.239382239382245,0.0
57,1500000US510030105022,"Block Group 2, Census Tract 105.02, Albemarle County, Virginia",37.3,72.99925205684367,1337,135295.0,43.08,3.6036036036036037
58,1500000US510030105023,"Block Group 3, Census Tract 105.02, Albemarle County, Virginia",49.2,59.88620199146515,703,42317.0,34.45692883895131,0.0
59,1500000US510030106021,"Block Group 1, Census Tract 106.02, Albemarle County, Virginia",46.9,90.22379269729093,1698,112344.0,42.99923488905891,3.975903614457831
60,1500000US510030106022,"Block Group 2, Census Tract 106.02, Albemarle County, Virginia",45.6,92.57786613651426,1509,108929.0,35.625,0.0
61,1500000US510030106023,"Block Group 3, Census Tract 106.02, Albemarle County, Virginia",33.6,69.80609418282549,1444,91250.0,35.47918683446273,7.8125
62,1500000US510030106031,"Block Group 1, Census Tract 106.03, Albemarle County, Virginia",69.1,83.2579185520362,1768,44107.0,31.687094448449894,6.460296096904441
63,1500000US510030106032,"Block Group 2, Census Tract 106.03, Albemarle County, Virginia",24.7,90.5277401894452,739,59335.0,23.121387283236995,0.0
64,1500000US510030106041,"Block Group 1, Census Tract 106.04, Albemarle County, Virginia",57.7,81.30939809926082,947,137361.0,40.29511918274688,16.919739696312362
65,1500000US510030106042,"Block Group 2, Census Tract 106.04, Albemarle County, Virginia",30.8,51.388888888888886,936,42391.0,20.07936507936508,8.176100628930817
66,1500000US510030106043,"Block Group 3, Census Tract 106.04, Albemarle County, Virginia",42.9,81.89233278955955,2452,112355.0,36.85446009389671,1.0466988727858293
67,1500000US510030107011,"Block Group 1, Census Tract 107.01, Albemarle County, Virginia",28.6,45.774647887323944,1704,50779.0,32.28962818003914,0.0
68,1500000US510030107012,"Block Group 2, Census Tract 107.01, Albemarle County, Virginia",56.6,62.082514734774065,1018,40558.0,33.122119815668206,0.0
69,1500000US510030107021,"Block Group 1, Census Tract 107.02, Albemarle County, Virginia",54.2,85.9880239520958,835,62700.0,26.59732540861813,0.0
70,1500000US510030107022,"Block Group 2, Census Tract 107.02, Albemarle County, Virginia",29.8,61.63996229971724,1061,,22.62532981530343,10.865874363327674
71,1500000US510030107023,"Block Group 3, Census Tract 107.02, Albemarle County, Virginia",43.4,74.27597955706985,1174,76528.0,32.28822882288229,0.0
72,1500000US510030108011,"Block Group 1, Census Tract 108.01, Albemarle County, Virginia",30.1,52.53419147224457,1243,53591.0,31.017964071856284,0.5482456140350876
73,1500000US510030108012,"Block Group 2, Census Tract 108.01, Albemarle County, Virginia",36.6,41.570605187319885,1388,59713.0,20.8592132505176,0.0
74,1500000US510030108013,"Block Group 3, Census Tract 108.01, Albemarle County, Virginia",77.4,88.8745148771022,773,122557.0,42.692828146143434,0.0
75,1500000US510030108021,"Block Group 1, Census Tract 108.02, Albemarle County, Virginia",36.1,58.56502242152466,1115,96354.0,42.857142857142854,3.0837004405286343
76,1500000US510030108022,"Block Group 2, Census Tract 108.02, Albemarle County, Virginia",38.0,70.5521472392638,1467,52022.0,21.855670103092784,0.0
77,1500000US510030109011,"Block Group 1, Census Tract 109.01, Albemarle County, Virginia",28.0,87.85046728971963,1070,44792.0,47.58241758241758,3.278688524590164
78,1500000US510030109012,"Block Group 2, Census Tract 109.01, Albemarle County, Virginia",23.7,37.735849056603776,636,41250.0,45.74829931972789,1.0204081632653061
79,1500000US510030109041,"Block Group 1, Census Tract 109.04, Albemarle County, Virginia",19.6,66.77248677248677,1890,,48.64864864864865,8.321377331420372
80,1500000US510030109042,"Block Group 2, Census Tract 109.04, Albemarle County, Virginia",19.2,64.47944006999126,4572,42404.0,24.594257178526842,4.863424383744171
81,1500000US510030109043,"Block Group 3, Census Tract 109.04, Albemarle County, Virginia",19.1,64.7203947368421,1216,,23.91304347826087,5.668016194331984
82,1500000US510030110001,"Block Group 1, Census Tract 110, Albemarle County, Virginia",56.3,100.0,1244,,44.02347918890075,0.0
83,1500000US510030110002,"Block Group 2, Census Tract 110, Albemarle County, Virginia",49.6,99.08045977011494,870,133906.0,33.733333333333334,3.9603960396039604
84,1500000US510030110003,"Block Group 3, Census Tract 110, Albemarle County, Virginia",48.2,87.15296679368537,1837,164897.0,47.241379310344826,10.23391812865497
85,1500000US510030110004,"Block Group 4, Census Tract 110, Albemarle County, Virginia",55.9,88.73608382449247,1527,110592.0,34.889240506329116,7.417582417582418
86,1500000US510030110005,"Block Group 5, Census Tract 110, Albemarle County, Virginia",40.3,95.54896142433235,1348,168696.0,40.77922077922078,1.070663811563169
87,1500000US510030111011,"Block Group 1, Census Tract 111.01, Albemarle County, Virginia",47.5,93.42004590665647,1307,64583.0,29.08366533864542,0.0
88,1500000US510030111012,"Block Group 2, Census Tract 111.01, Albemarle County, Virginia",32.5,100.0,402,108533.0,39.721254355400696,11.11111111111111
89,1500000US510030111013,"Block Group 3, Census Tract 111.01, Albemarle County, Virginia",60.9,100.0,172,60114.0,14.285714285714285,0.0
90,1500000US510030111021,"Block Group 1, Census Tract 111.02, Albemarle County, Virginia",32.9,98.93283113622097,1593,111094.0,34.063136456211815,0.0
91,1500000US510030111022,"Block Group 2, Census Tract 111.02, Albemarle County, Virginia",44.7,82.60200153964588,1299,76750.0,31.243184296619408,13.920454545454545
92,1500000US510030111031,"Block Group 1, Census Tract 111.03, Albemarle County, Virginia",42.9,88.05355303810505,971,147404.0,43.983739837398375,0.0
93,1500000US510030111032,"Block Group 2, Census Tract 111.03, Albemarle County, Virginia",60.7,94.43339960238568,503,,24.29245283018868,0.0
94,1500000US510030111033,"Block Group 3, Census Tract 111.03, Albemarle County, Virginia",44.0,94.33734939759036,830,149773.0,40.76492537313433,0.8130081300813009
95,1500000US510030111034,"Block Group 4, Census Tract 111.03, Albemarle County, Virginia",37.0,99.01800327332242,611,,48.529411764705884,21.691176470588236
96,1500000US510030111035,"Block Group 5, Census Tract 111.03, Albemarle County, Virginia",35.1,89.16083916083916,858,84188.0,35.283363802559414,0.0
97,1500000US510030112011,"Block Group 1, Census Tract 112.01, Albemarle County, Virginia",45.4,85.59837728194725,986,119583.0,27.507374631268437,3.10192023633678
98,1500000US510030112012,"Block Group 2, Census Tract 112.01, Albemarle County, Virginia",49.9,97.91376912378304,1438,79850.0,30.038948393378774,3.270440251572327
99,1500000US510030112013,"Block Group 3, Census Tract 112.01, Albemarle County, Virginia",43.8,92.6487747957993,1714,87578.0,37.180579216354346,0.0
100,1500000US510030112021,"Block Group 1, Census Tract 112.02, Albemarle County, Virginia",35.2,78.6908077994429,718,239000.0,46.484375,0.0
101,1500000US510030112022,"Block Group 2, Census Tract 112.02, Albemarle County, Virginia",50.0,92.71047227926078,974,98646.0,21.895006402048654,5.110732538330494
102,1500000US510030112023,"Block Group 3, Census Tract 112.02, Albemarle County, Virginia",46.7,87.02147525676938,1071,156071.0,40.53524804177545,1.4732965009208103
103,1500000US510030112024,"Block Group 4, Census Tract 112.02, Albemarle County, Virginia",46.0,100.0,925,89205.0,37.84172661870503,4.776119402985075
104,1500000US510030113011,"Block Group 1, Census Tract 113.01, Albemarle County, Virginia",43.7,84.06466512702079,866,131964.0,43.77133105802048,0.0
105,1500000US510030113012,"Block Group 2, Census Tract 113.01, Albemarle County, Virginia",48.0,68.95338610378188,1137,106833.0,23.451834862385322,0.0
106,1500000US510030113013,"Block Group 3, Census Tract 113.01, Albemarle County, Virginia",53.4,89.08602150537635,1860,93301.0,20.50314465408805,2.4916943521594686
107,1500000US510030113014,"Block Group 4, Census Tract 113.01, Albemarle County, Virginia",31.5,54.6875,576,81806.0,26.83741648106904,0.0
108,1500000US510030113015,"Block Group 5, Census Tract 113.01, Albemarle County, Virginia",56.5,100.0,884,52474.0,25.03267973856209,0.0
109,1500000US510030113021,"Block Group 1, Census Tract 113.02, Albemarle County, Virginia",31.3,82.37410071942446,834,50183.0,36.89236111111111,6.5967016491754125
110,1500000US510030113022,"Block Group 2, Census Tract 113.02, Albemarle County, Virginia",31.3,70.02617801047121,1528,58942.0,10.834298957126304,5.562422744128554
111,1500000US510030113023,"Block Group 3, Census Tract 113.02, Albemarle County, Virginia",25.5,56.11916264090178,1242,85677.0,32.21003134796238,1.6233766233766231
112,1500000US510030113024,"Block Group 4, Census Tract 113.02, Albemarle County, Virginia",30.6,74.63369963369964,1092,114000.0,44.65174129353234,6.688963210702341
113,1500000US510030113031,"Block Group 1, Census Tract 113.03, Albemarle County, Virginia",32.5,69.20245398773007,1630,66607.0,34.32776451869531,0.7751937984496124
114,1500000US510030113032,"Block Group 2, Census Tract 113.03, Albemarle County, Virginia",42.6,77.78216258879243,2534,105600.0,32.95269168026101,0.0
115,1500000US510030114001,"Block Group 1, Census Tract 114, Albemarle County, Virginia",41.9,80.08075370121131,743,55862.0,28.25311942959002,14.325842696629213
116,1500000US510030114002,"Block Group 2, Census Tract 114, Albemarle County, Virginia",50.6,78.21782178217822,707,71429.0,21.028880866425993,1.3201320132013201
117,1500000US510030114003,"Block Group 3, Census Tract 114, Albemarle County, Virginia",44.0,59.66173361522199,2365,77075.0,19.987585350713843,1.0
118,1500000US510030114004,"Block Group 4, Census Tract 114, Albemarle County, Virginia",51.1,83.04455445544554,1616,95262.0,15.78740157480315,8.11623246492986
119,1500000US510050701001,"Block Group 1, Census Tract 701, Alleghany County, Virginia",57.7,87.66233766233766,462,20033.0,5.013927576601671,14.563106796116504
120,1500000US510050701002,"Block Group 2, Census Tract 701, Alleghany County, Virginia",28.6,72.52619324796274,1718,45663.0,15.209125475285171,10.91644204851752
121,1500000US510050701003,"Block Group 3, Census Tract 701, Alleghany County, Virginia",42.8,95.69672131147541,488,61058.0,10.224089635854341,2.8901734104046244
122,1500000US510050701004,"Block Group 4, Census Tract 701, Alleghany County, Virginia",55.0,96.86274509803921,1020,27045.0,10.917312661498709,0.0
123,1500000US510050801001,"Block Group 1, Census Tract 801, Alleghany County, Virginia",53.9,92.54335260115607,1730,82639.0,15.232292460015232,1.0869565217391304
124,1500000US510050801002,"Block Group 2, Census Tract 801, Alleghany County, Virginia",57.4,88.30188679245283,795,33333.0,14.836795252225517,10.0
125,1500000US510050801003,"Block Group 3, Census Tract 801, Alleghany County, Virginia",38.4,95.1219512195122,1025,33690.0,7.555555555555555,0.0
126,1500000US510050802011,"Block Group 1, Census Tract 802.01, Alleghany County, Virginia",53.8,100.0,1691,80714.0,16.01437699680511,0.7368421052631579
127,1500000US510050802012,"Block Group 2, Census Tract 802.01, Alleghany County, Virginia",51.1,96.36194029850746,1072,37917.0,13.652694610778443,0.0
128,1500000US510050802021,"Block Group 1, Census Tract 802.02, Alleghany County, Virginia",52.1,100.0,1022,29241.0,8.977556109725686,4.556962025316456
129,1500000US510050802022,"Block Group 2, Census Tract 802.02, Alleghany County, Virginia",45.5,100.0,574,66678.0,17.341772151898734,0.0
130,1500000US510050802023,"Block Group 3, Census Tract 802.02, Alleghany County, Virginia",48.8,80.47999999999999,625,49063.0,5.08298755186722,0.0
131,1500000US510050803011,"Block Group 1, Census Tract 803.01, Alleghany County, Virginia",47.4,98.68184541641702,1669,55096.0,10.70007955449483,1.3921113689095126
132,1500000US510050803021,"Block Group 1, Census Tract 803.02, Alleghany County, Virginia",45.2,91.27906976744185,688,67621.0,7.6923076923076925,2.3391812865497075
133,1500000US510050803022,"Block Group 2, Census Tract 803.02, Alleghany County, Virginia",43.2,98.54439592430859,687,54306.0,14.878542510121456,8.178438661710038
134,1500000US510079301011,"Block Group 1, Census Tract 9301.01, Amelia County, Virginia",46.6,82.72327964860908,1366,55625.0,11.85515873015873,0.0
135,1500000US510079301012,"Block Group 2, Census Tract 9301.01, Amelia County, Virginia",52.6,73.9856801909308,838,54052.0,15.178571428571427,2.827763496143959
136,1500000US510079301021,"Block Group 1, Census Tract 9301.02, Amelia County, Virginia",40.0,84.48160535117056,1495,,10.303300624442462,7.301980198019802
137,1500000US510079301022,"Block Group 2, Census Tract 9301.02, Amelia County, Virginia",44.4,66.22114216281896,1646,63878.0,9.780701754385964,5.7324840764331215
138,1500000US510079301023,"Block Group 3, Census Tract 9301.02, Amelia County, Virginia",30.7,79.71274685816876,1671,68987.0,23.05491990846682,2.9715762273901807
139,1500000US510079302001,"Block Group 1, Census Tract 9302, Amelia County, Virginia",34.7,84.10462776659959,1491,44557.0,6.582633053221289,0.0
140,1500000US510079302002,"Block Group 2, Census Tract 9302, Amelia County, Virginia",43.9,83.98926654740609,1118,66974.0,20.232815964523283,6.6141732283464565
141,1500000US510079302003,"Block Group 3, Census Tract 9302, Amelia County, Virginia",55.5,72.12449255751014,1478,51875.0,12.372748629600625,10.175879396984925
142,1500000US510079302004,"Block Group 4, Census Tract 9302, Amelia County, Virginia",50.3,60.935285781766645,2117,49196.0,8.849557522123893,2.180376610505451
143,1500000US510090101001,"Block Group 1, Census Tract 101, Amherst County, Virginia",53.7,54.97907949790795,1195,42705.0,13.641025641025642,11.478260869565217
144,1500000US510090101002,"Block Group 2, Census Tract 101, Amherst County, Virginia",45.5,92.63067694944301,1167,55847.0,13.384813384813384,19.489559164733176
145,1500000US510090101003,"Block Group 3, Census Tract 101, Amherst County, Virginia",53.5,93.72056514913658,637,,17.46031746031746,11.688311688311687
146,1500000US510090101004,"Block Group 4, Census Tract 101, Amherst County, Virginia",46.9,86.86923494302768,1843,64784.0,15.910808767951625,0.0
147,1500000US510090102011,"Block Group 1, Census Tract 102.01, Amherst County, Virginia",46.1,85.96196868008948,1788,114627.0,24.729842061512887,0.8884501480750246
148,1500000US510090102012,"Block Group 2, Census Tract 102.01, Amherst County, Virginia",39.9,83.5966892400301,1329,37589.0,17.883597883597886,0.0
149,1500000US510090102013,"Block Group 3, Census Tract 102.01, Amherst County, Virginia",39.8,70.87434858135495,1727,62159.0,16.383928571428573,7.3041168658698545
150,1500000US510090102021,"Block Group 1, Census Tract 102.02, Amherst County, Virginia",51.2,68.90380313199105,447,,22.185430463576157,0.0
151,1500000US510090102022,"Block Group 2, Census Tract 102.02, Amherst County, Virginia",38.7,92.51286850725316,2137,86005.0,18.052738336713997,1.4272121788772598
152,1500000US510090103001,"Block Group 1, Census Tract 103, Amherst County, Virginia",48.6,72.39263803680981,815,68221.0,16.666666666666664,5.417607223476298
153,1500000US510090103002,"Block Group 2, Census Tract 103, Amherst County, Virginia",44.8,89.83799705449191,1358,98465.0,20.009737098344694,0.0
154,1500000US510090103003,"Block Group 3, Census Tract 103, Amherst County, Virginia",59.8,99.89495798319328,952,64309.0,21.320495185694636,0.0
155,1500000US510090104011,"Block Group 1, Census Tract 104.01, Amherst County, Virginia",39.5,61.77514792899408,2535,51410.0,14.382022471910114,3.139717425431711
156,1500000US510090104012,"Block Group 2, Census Tract 104.01, Amherst County, Virginia",36.1,70.43189368770764,1204,57566.0,15.047961630695445,1.4184397163120568
157,1500000US510090104021,"Block Group 1, Census Tract 104.02, Amherst County, Virginia",46.2,74.08552292632665,1941,54444.0,12.79333838001514,2.9350104821802936
158,1500000US510090104022,"Block Group 2, Census Tract 104.02, Amherst County, Virginia",42.5,97.20982142857143,896,68542.0,14.574314574314574,0.0
159,1500000US510090105041,"Block Group 1, Census Tract 105.04, Amherst County, Virginia",31.6,68.66002214839423,903,52931.0,14.784394250513348,13.58974358974359
160,1500000US510090105042,"Block Group 2, Census Tract 105.04, Amherst County, Virginia",56.2,78.82352941176471,680,38147.0,15.296052631578947,10.997442455242968
161,1500000US510090105043,"Block Group 3, Census Tract 105.04, Amherst County, Virginia",44.5,70.71868583162217,2435,69250.0,17.79801324503311,4.309165526675787
162,1500000US510090105051,"Block Group 1, Census Tract 105.05, Amherst County, Virginia",37.9,67.2447013487476,1038,48603.0,10.393258426966293,12.416851441241686
163,1500000US510090105061,"Block Group 1, Census Tract 105.06, Amherst County, Virginia",45.9,58.00792303338993,1767,43413.0,13.394833948339482,9.79020979020979
164,1500000US510090106001,"Block Group 1, Census Tract 106, Amherst County, Virginia",51.7,64.26751592356688,1570,61782.0,10.545023696682465,11.550468262226847
165,1500000US510090106002,"Block Group 2, Census Tract 106, Amherst County, Virginia",45.6,59.488692232055065,1017,43125.0,6.776315789473684,3.2710280373831773
166,1500000US510110401011,"Block Group 1, Census Tract 401.01, Appomattox County, Virginia",37.7,72.46108228317271,2698,95077.0,21.099290780141843,3.619909502262444
167,1500000US510110401012,"Block Group 2, Census Tract 401.01, Appomattox County, Virginia",34.8,83.45259391771019,1118,46040.0,16.4850136239782,0.6791171477079796
168,1500000US510110401021,"Block Group 1, Census Tract 401.02, Appomattox County, Virginia",35.1,49.5910780669145,1345,27788.0,4.248768472906404,7.572815533980583
169,1500000US510110401022,"Block Group 2, Census Tract 401.02, Appomattox County, Virginia",51.8,87.54525706010138,1381,77750.0,10.867733782645324,1.5006821282401093
170,1500000US510110401023,"Block Group 3, Census Tract 401.02, Appomattox County, Virginia",35.6,88.0781089414183,973,44286.0,16.248153618906944,4.356060606060606
171,1500000US510110402001,"Block Group 1, Census Tract 402, Appomattox County, Virginia",52.2,75.64935064935064,924,38875.0,11.279229711141678,1.5873015873015872
172,1500000US510110402002,"Block Group 2, Census Tract 402, Appomattox County, Virginia",41.7,82.89806234203876,1187,85806.0,12.869660460021906,3.4586466165413534
173,1500000US510110402003,"Block Group 3, Census Tract 402, Appomattox County, Virginia",47.1,81.91355434326479,2383,48235.0,17.464788732394364,3.436988543371522
174,1500000US510110403001,"Block Group 1, Census Tract 403, Appomattox County, Virginia",47.5,89.5224518888097,1403,48646.0,18.348170128585558,3.4904013961605584
175,1500000US510110403002,"Block Group 2, Census Tract 403, Appomattox County, Virginia",48.6,43.66812227074236,687,72500.0,15.903890160183066,4.149377593360995
176,1500000US510110403003,"Block Group 3, Census Tract 403, Appomattox County, Virginia",40.5,84.6594982078853,1395,54167.0,9.526372443487622,7.584830339321358
177,1500000US510110403004,"Block Group 4, Census Tract 403, Appomattox County, Virginia",61.7,86.78899082568807,545,46111.0,4.248366013071895,7.87037037037037
178,1500000US510131001001,"Block Group 1, Census Tract 1001, Arlington County, Virginia",49.3,60.723192019950126,1604,249875.0,35.72671888598782,1.8957345971563981
179,1500000US510131001002,"Block Group 2, Census Tract 1001, Arlington County, Virginia",39.8,76.69021190716448,991,220875.0,47.796352583586625,5.555555555555555
180,1500000US510131001003,"Block Group 3, Census Tract 1001, Arlington County, Virginia",41.1,86.53321201091902,1099,,48.573573573573576,1.3937282229965158
181,1500000US510131001004,"Block Group 4, Census Tract 1001, Arlington County, Virginia",44.3,93.05019305019306,1813,182847.0,42.38665526090676,1.8028846153846152
182,1500000US510131002001,"Block Group 1, Census Tract 1002, Arlington County, Virginia",35.6,75.50525464834277,1237,165417.0,31.540697674418606,2.584493041749503
183,1500000US510131002002,"Block Group 2, Census Tract 1002, Arlington County, Virginia",51.8,91.43576826196474,1588,215705.0,44.321206743567,0.0
184,1500000US510131002003,"Block Group 3, Census Tract 1002, Arlington County, Virginia",48.4,81.47174770039422,761,246989.0,43.92605633802817,0.0
185,1500000US510131002004,"Block Group 4, Census Tract 1002, Arlington County, Virginia",57.2,98.88888888888889,1620,147321.0,34.473684210526315,0.0
186,1500000US510131002005,"Block Group 5, Census Tract 1002, Arlington County, Virginia",43.8,89.78494623655914,1488,,41.63424124513619,2.972651605231867
187,1500000US510131003001,"Block Group 1, Census Tract 1003, Arlington County, Virginia",43.2,66.08391608391608,2002,235372.0,39.47745168217609,0.0
188,1500000US510131003002,"Block Group 2, Census Tract 1003, Arlington County, Virginia",42.9,94.70338983050848,1416,,46.37837837837838,1.2084592145015105
